FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,wam_date12,wam_length12,wam_mass12,tenth_perc_MO2_mg_hr12,tenth_perc_MO2_mg_hr_kg12,wam_date28,wam_length28,wam_mass28,tenth_perc_MO2_mg_hr28,tenth_perc_MO2_mg_hr_kg28,ctmax_length12,ctmax_mass12,ctmax_date12,ctmax12,ctmax_length28,ctmax_mass28,ctmax_date28,ctmax28,cam_date,cam_length,cam_mass,heart_mass,Glucose_MR_pmol_s12,FA_MR_pmol_s12,LKA_MR_pmol_s12,Endogenous_MR_pmol_s12,Glucose_MR_pmol_s28,FA_MR_pmol_s28,LKA_MR_pmol_s28,Endogenous_MR_pmol_s28
P2P3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/25/19,63,5.7,4.563551255,800.6230272,5/3/19,60,4.8,2.562123782,533.7757879,63,5.7,7/11/19,36.47,60,4.8,5/10/19,41.22,8/7/19,64,6.5,0.013,30.3005949,17.79581091,18.72078498,NA,NA,NA,NA,NA
O1G4G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,64,5.8,4.074346124,702.4734697,NA,NA,NA,NA,NA,64,5.8,7/12/19,36.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R3R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/25/19,75,8.3,4.908943286,591.4389501,4/28/19,67,6.7,4.577879305,0.000683266,75,8.3,7/11/19,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1R2R3,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/25/19,74,9.5,4.33095006,455.88948,5/3/19,72,8.8,2.450827295,278.5031017,74,9.5,7/12/19,36.52,72,8.8,5/10/19,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1R2P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/25/19,81,12.6,5.19598892,412.380073,4/30/19,82,13.4,7.681281871,0.00057323,81,12.6,7/11/19,35.84,82,13.4,5/6/19,41.8,8/7/19,79,13.1,0.023,61.87901389,43.26417957,39.27420872,39.05113044,NA,NA,NA,NA
P2O4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,60,5.1,4.498534354,882.0655596,5/3/19,58,4.9,2.402228766,490.2507686,60,5.1,7/12/19,35.36,58,4.9,5/10/19,41.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G4G5P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/25/19,81,12.2,5.237712034,429.3206585,5/3/19,81,12.1,2.806585042,231.949177,81,12.2,7/12/19,36.9,81,12.1,5/10/19,41.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R2G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,60,4.8,4.217130262,878.5688045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,71,8.4,4.120768806,490.567715,5/2/19,70,7.7,2.08412363,270.6654065,71,8.4,7/11/19,36.22,70,7.7,5/9/19,41.49,8/7/19,71,8.2,0.009,30.85611922,18.97294101,22.82307892,18.18673715,NA,NA,NA,NA
O3G5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/25/19,68,6.6,5.250844463,795.5824943,5/3/19,65,5.7,2.564952649,449.9916928,68,6.6,7/11/19,34.6,65,5.7,5/10/19,41.44,8/7/19,69,7.2,0.012,20.23863222,12.10145136,20.43238907,15.94219822,NA,NA,NA,NA
O3O5R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/2/19,75,7.1,1.389628497,0.000195722,4/30/19,71,5.5,3.385826708,0.000615605,NA,NA,NA,NA,71,5.5,5/6/19,40.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1P4O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/2/19,69,8.4,1.578868914,0.000187961,4/28/19,62,7.1,4.453445124,0.000627246,69,8.4,7/12/19,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2G5G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/2/19,71,9.4,3.03017514,0.000322359,4/30/19,68,8.9,4.089670306,0.000459514,71,9.4,7/12/19,36.3,68,8.9,5/6/19,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1R2R3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/2/19,74,9.9,2.084165227,0.000210522,4/30/19,70,9.1,6.462572227,0.000710173,74,9.9,7/12/19,37.17,70,9.1,5/6/19,42.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2P3G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/2/19,73,8.6,1.394192194,0.000162115,5/2/19,68,7.9,2.386432285,302.0800361,73,8.6,7/12/19,36,68,7.9,5/9/19,41.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2G5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,7/2/19,65,5.8,1.208112113,0.000208295,4/30/19,62,5.4,3.471564416,0.000642882,65,5.8,7/12/19,36.11,62,5.4,5/6/19,41.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/2/19,66,6.1,1.335394354,0.000218917,4/30/19,62,4.6,4.662809769,0.001013654,66,6.1,7/12/19,36.74,62,4.6,5/6/19,40.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1P4G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/2/19,70,7.3,1.271434814,0.000174169,NA,NA,NA,NA,NA,70,7.3,7/12/19,37.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1O2R4,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/23/19,78,13.9,1.941205323,139.6550592,4/8/19,84,13.3,4.374131199,328.882045,78,13.9,5/30/19,36.91,NA,NA,NA,NA,6/7/19,78,14.5,0.023,52.64704229,19.5711885,39.06056545,31.59565901,NA,NA,NA,NA
G1R4O6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/23/19,80,13.3,1.745106476,131.2110132,NA,NA,NA,NA,NA,80,13.3,5/30/19,37.33,NA,11,3/26/19,42.5,6/7/19,75,13.4,NA,112.5504194,26.86914761,39.19117617,30.33147412,NA,NA,NA,NA
G2R4P5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/23/19,66,7.9,1.320004648,167.089196,NA,NA,NA,NA,NA,66,7.9,5/30/19,35.91,66,7.2,4/2/19,42.5,6/7/19,67,8.8,0.012,34.03409741,12.86026963,22.8099716,8.833151731,NA,NA,NA,NA
G2R4P6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/23/19,85,16.8,2.073702447,123.4346695,3/27/19,83,16.3,4.447238276,272.8367041,85,16.8,5/30/19,37.73,83,16.3,4/2/19,42.6,6/7/19,85,17.5,0.031,49.97380441,27.81507513,43.63829538,35.43498222,NA,NA,NA,NA
O1G2G5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,5/23/19,64,7.7,1.870174662,242.8798262,NA,NA,NA,NA,NA,64,7.7,5/30/19,37.48,NA,4,3/26/19,42.7,6/7/19,66,7.9,0.01,35.09606679,13.54928292,20.31850748,14.30799669,NA,NA,NA,NA
O1G2O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/23/19,68,6.5,2.173303596,334.3543993,3/27/19,67,8.5,2.426358914,285.4539899,68,6.5,5/30/19,37.3,67,8.5,4/2/19,42.8,6/7/19,68,9.5,0.057,89.06390106,49.08410592,62.87840514,26.77047331,NA,NA,NA,NA
O1P2R4,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/23/19,62,6.8,1.065551373,156.6987313,NA,NA,NA,NA,NA,62,6.8,5/30/19,37.57,NA,6,3/28/19,42.9,6/7/19,63,6.8,NA,30.20125251,9.568071329,20.19034688,1.187153865,NA,NA,NA,NA
O1R2G6,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,5/23/19,75,11.1,1.483874918,133.6824251,4/8/19,74,11.9,3.700705323,310.9836406,75,11,5/30/19,36.71,NA,NA,NA,NA,6/7/19,72,10.8,0.012,41.18437619,16.71932677,26.88345476,18.27042743,NA,NA,NA,NA
O1R4G5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/23/19,68,9.5,1.205729838,126.9189303,NA,NA,NA,NA,NA,68,9.5,5/30/19,37.57,NA,NA,NA,NA,6/7/19,71,10.4,0.016,49.4199796,21.61569382,34.63758917,29.34295244,NA,NA,NA,NA
O2O3G5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/23/19,66,7.5,1.042833114,139.0444152,NA,NA,NA,NA,NA,66,7.5,5/30/19,37.94,64,6.6,3/26/19,42.3,6/7/19,62,7.6,NA,32.67388021,11.09389209,17.57600901,NA,NA,NA,NA,NA
O2P3O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/23/19,78,13.4,1.552252393,115.8397308,3/22/19,75,11.5,3.037551212,264.134888,78,13.4,5/30/19,37.06,75,11.5,3/28/19,42.8,6/7/19,76,14.2,0.021,64.98350836,NA,43.77838059,24.42482266,NA,NA,NA,NA
P1R2R6,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,5/23/19,70,8.3,1.735490626,209.0952562,3/27/19,68,7.5,3.302373313,440.3164417,70,8.3,5/30/19,37.51,68,7.5,4/2/19,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P3O5O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/23/19,67,8.9,1.537253858,172.7251526,3/20/19,66,8.2,4.598866196,560.8373409,67,8.9,5/30/19,37.66,66,8.2,3/26/19,42.6,6/7/19,66,9.6,0.012,38.44702853,22.00539783,22.85620313,NA,NA,NA,NA,NA
R1O2P5,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/23/19,61,6.1,1.001244896,164.1385076,NA,NA,NA,NA,NA,61,6.1,5/30/19,37.84,59,5.8,4/2/19,42.3,6/7/19,61,6.1,0.019,42.32233098,21.57938912,23.26825515,14.47020963,NA,NA,NA,NA
R1P3O4,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/23/19,77,12.5,1.89331815,151.465452,4/8/19,79,13.1,5.688240673,434.2168453,77,12.5,5/30/19,37.16,NA,NA,NA,NA,6/7/19,78,12.3,0.015,55.88286559,15.89306492,24.49742681,3.854334246,NA,NA,NA,NA
R2O3G4,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/23/19,82,17.9,2.381491492,133.0442174,NA,NA,NA,NA,NA,82,17.9,5/30/19,37.18,NA,13,3/26/19,42.7,6/7/19,82,17.5,0.022,64.42699683,10.72428741,39.76007471,28.47753822,NA,NA,NA,NA
R3O5G6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/23/19,64,8.7,1.147873071,131.9394334,3/20/19,64,7.6,1.852918796,243.8051048,64,8.7,5/30/19,37.78,64,7.6,3/26/19,42.2,6/7/19,64,8.5,0.009,39.22621652,19.83492832,25.34764391,7.578869111,NA,NA,NA,NA
G1G2G6,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,65,8.2,0.999970788,121.9476571,4/8/19,67,8,4.762085496,595.260687,65,8.2,6/18/19,36.14,NA,NA,NA,NA,6/25/19,67,9.3,0.009,26.31644339,33.96387695,19.3604049,NA,NA,NA,NA,NA
G1P3P5,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,78,18,2.237359038,124.2977243,NA,NA,NA,NA,NA,78,18,6/17/19,36.29,NA,NA,NA,NA,6/24/19,80,19.9,0.026,80.61011742,43.9238756,38.75840208,43.5447507,NA,NA,NA,NA
G2G3O4,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,82,17,2.018219478,118.7187928,3/27/19,86,15.6,4.428386254,283.8709137,82,17,6/17/19,37.92,86,15.6,4/2/19,43,6/25/19,91,17.5,0.025,4.606692144,61.03539264,30.95453758,26.9123655,NA,NA,NA,NA
G2G4R5,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,81,17.3,2.044472297,118.1775894,NA,NA,NA,NA,NA,81,17.3,6/17/19,36.84,NA,NA,NA,NA,6/24/19,83,19.7,0.021,55.11068225,65.05816255,39.99301589,49.34245087,NA,NA,NA,NA
G2O3O4,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,62,6.9,1.2077012,175.0291594,NA,NA,NA,NA,NA,62,6.9,6/18/19,34.74,NA,NA,NA,NA,6/25/19,66,7.5,0.012,33.67424857,56.03719877,23.45836108,24.4934672,NA,NA,NA,NA
G2O3P5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,77,12.1,2.620737064,216.58984,3/27/19,71,10.9,3.282547068,301.1511071,77,12.1,6/18/19,36.98,71,10.9,4/2/19,42.8,6/25/19,80,12.5,0.014,31.58232636,57.62368696,29.93386529,25.0959577,NA,NA,NA,NA
G2P3O6,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,72,10,1.303840907,130.3840907,4/8/19,73,9.7,4.589384431,473.1324156,72,10,6/18/19,35.72,NA,NA,NA,NA,6/25/19,74,10.3,0.01,33.47203344,13.75888003,23.03942323,20.70727897,NA,NA,NA,NA
G2P3P6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,84,18.7,1.775614685,94.95265693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2P4R6,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,73,10,1.504124055,150.4124055,3/22/19,70,8.4,3.554925363,423.2054004,73,10,6/17/19,35.69,70,8.4,3/28/19,42.4,6/24/19,74,9.7,0.011,35.79672475,11.00120395,21.6107569,27.03433497,NA,NA,NA,NA
G2R5R6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,73,11.5,1.682108776,146.2703283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3O4G6,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,61,6.9,1.019315202,147.7268408,4/8/19,62,6.7,2.940364879,438.8604297,61,6.9,6/18/19,36.98,NA,NA,NA,NA,6/25/19,64,7.6,0.011,24.53293826,40.01276452,13.99019863,16.78953616,NA,NA,NA,NA
G3P4O5,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,83,17,1.494341001,87.9024118,NA,NA,NA,NA,NA,83,17,6/17/19,36.89,NA,NA,NA,NA,6/24/19,93,18.4,0.025,59.95550335,57.14045469,32.22987967,36.58846118,NA,NA,NA,NA
O1G2R5,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,72,13.5,1.13213797,83.86207185,3/22/19,73,12.4,4.754867033,383.4570188,72,13.5,6/18/19,37.22,73,12.4,3/28/19,42.6,6/25/19,81,14.9,0.016,53.26638074,57.69950772,31.93568117,33.29290991,NA,NA,NA,NA
O1G3G4,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,79,13.4,1.491314137,111.2920998,3/27/19,78,12.5,3.461949987,276.955999,79,13.4,6/18/19,36.69,78,12.5,4/2/19,42.2,6/25/19,81,14.6,0.013,32.25592867,50.943343,27.29371432,19.55306848,NA,NA,NA,NA
O1P2O4,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,62,7.1,1.164041879,163.9495604,NA,NA,NA,NA,NA,62,7.1,6/17/19,36.46,NA,NA,NA,NA,6/24/19,69,8,0.01,34.73707085,17.69305632,23.11156731,27.80984144,NA,NA,NA,NA
O1P5R6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,80,15.2,1.807531555,118.9165497,NA,NA,NA,NA,NA,80,15.2,6/17/19,36.26,80,13.6,4/2/19,42.9,6/24/19,86,16.5,0.02,41.58544725,22.15154849,30.75703541,31.99226205,NA,NA,NA,NA
O2O3G6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,64,7.8,1.427549174,183.0191249,4/8/19,67,7.1,4.357123426,613.6793558,64,7.8,6/18/19,36.54,NA,NA,NA,NA,6/25/19,67,8.7,0.013,31.60479143,47.93646415,24.47879073,22.41997947,NA,NA,NA,NA
O2P4P5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,82,20.3,3.14999139,155.1719896,3/27/19,88,17.8,1.917153246,107.7052385,82,20.3,6/18/19,36.81,88,17.8,4/2/19,42.7,6/25/19,86,21.9,0.026,68.17590594,78.73334658,36.66109497,34.6028587,NA,NA,NA,NA
O2R4G5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,64,6,0.531819815,88.63663586,NA,NA,NA,NA,NA,64,6,6/17/19,36.65,65,7,4/2/19,42.2,6/24/19,67,6.2,0.008,19.66228514,NA,17.15926625,22.82937988,NA,NA,NA,NA
O3G4O6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,67,8.2,1.231800517,150.2195752,NA,NA,NA,NA,NA,67,8.2,6/18/19,37.19,NA,NA,NA,NA,6/25/19,68,9.8,0.008,21.148506,40.69257288,20.8670973,19.17765013,NA,NA,NA,NA
O3O4G6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,73,15.9,2.014759211,126.7144158,3/27/19,79,15.7,3.526032113,224.5880327,73,11.6,6/17/19,37.02,79,15.7,4/2/19,42.2,6/24/19,83,17.2,0.023,48.74238219,32.89584875,39.13793714,46.84318594,NA,NA,NA,NA
O3O4R6,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,80,13.9,2.729414688,196.3607689,4/8/19,82,12.3,6.91947574,562.5590033,80,13.9,6/18/19,37.33,NA,NA,NA,NA,6/25/19,83,15.5,0.023,47.23646828,69.07093029,39.18407193,36.48875244,NA,NA,NA,NA
P1G3R6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,64,7.3,1.445517458,198.0160902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1G5P6,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,70,15,2.068418076,137.8945384,NA,NA,NA,NA,NA,70,15,6/18/19,36.1,81,14.4,3/26/19,42.1,6/25/19,81,16.5,0.024,58.97505928,64.3444067,35.21763449,58.36989093,NA,NA,NA,NA
P1O2R6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,73,11.6,1.526451995,131.5906892,NA,NA,NA,NA,NA,73,11.6,6/17/19,35.46,72,10.7,4/2/19,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1R4P5,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,76,11.5,1.91962467,166.9238843,3/20/19,77,11,3.228926371,293.538761,76,11.5,6/17/19,36.37,77,11,3/26/19,41.8,6/24/19,81,13.5,0.018,39.8845887,11.28769973,30.43793111,36.70784407,NA,NA,NA,NA
P2G3R5,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,65,8.6,1.209864207,140.6818845,NA,NA,NA,NA,NA,65,8.6,6/17/19,36.68,NA,NA,NA,NA,6/24/19,69,9.4,0.013,31.04050931,19.66853426,25.12573791,29.43462243,NA,NA,NA,NA
P2G5G6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,73,11.4,1.212588512,106.3674133,4/8/19,74,4.3,4.288120847,997.2374063,73,11.4,6/18/19,36.19,NA,NA,NA,NA,6/25/19,81,12.2,0.016,46.81198852,55.77116786,28.08552915,28.6265526,NA,NA,NA,NA
P3O4R6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,69,10.2,1.097931436,107.6403369,4/8/19,69,9.2,5.126731714,557.2534471,69,10.2,6/18/19,36.3,NA,NA,NA,NA,6/25/19,72,11.6,0.017,53.66425397,64.11222731,34.31766227,32.90265447,NA,NA,NA,NA
R1G3O5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,72,11,1.413794195,128.526745,4/8/19,74,11.9,4.900275287,411.7878393,72,11,6/17/19,37.17,NA,NA,NA,NA,6/24/19,75,11.6,0.019,39.50110782,NA,29.06763149,27.21944246,NA,NA,NA,NA
R1P2R3,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,66,8.5,1.020511407,120.0601656,NA,NA,NA,NA,NA,66,8.5,6/17/19,35.99,67,7.6,4/2/19,42.9,6/24/19,71,9.2,0.01,35.8057987,NA,23.64707501,25.87876936,NA,NA,NA,NA
R1R2R4,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,65,9.6,0.535485816,55.77977253,NA,NA,NA,NA,NA,65,9.6,6/17/19,36.4,NA,NA,NA,NA,6/24/19,72,10.4,0.019,57.60437242,38.23355071,35.22015794,45.39867558,NA,NA,NA,NA
R1R4G5,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,5/27/19,73,11.1,1.403620134,126.4522643,NA,NA,NA,NA,NA,73,11.1,6/18/19,36.42,71,9.1,4/2/19,42.6,6/25/19,76,12.2,0.018,45.78076957,NA,21.19661098,30.26481664,NA,NA,NA,NA
R1R4R6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,78,14.4,1.427414988,99.12604082,4/8/19,82,13.2,2.980565743,225.800435,78,14.4,6/18/19,36.44,NA,NA,NA,NA,6/25/19,80,16.1,0.02,43.77576916,53.9649166,30.61686628,31.80505501,NA,NA,NA,NA
R2R5G6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,5/27/19,80,15.3,3.085073561,201.6387948,3/20/19,75,14.6,6.482068232,443.9772761,80,15.3,6/17/19,36.9,75,14.6,3/26/19,42.4,6/24/19,78,16.3,0.021,44.29289006,28.46334333,34.71902015,42.14084962,NA,NA,NA,NA
R3O5O6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,5/27/19,71,10.1,1.967888217,194.8404175,4/8/19,67,8.4,5.07515148,604.1847,71,10.1,6/17/19,37.08,NA,NA,NA,NA,6/24/19,73,10.7,0.012,30.17003186,18.99978689,20.59769446,31.28307074,NA,NA,NA,NA
G1P4R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,NA,NA,NA,NA,NA,4/10/19,67,5.4,2.131897836,0.000394796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1P4R5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,NA,NA,NA,NA,NA,4/10/19,70,9.2,4.835457452,0.000525593,NA,NA,NA,NA,70,9.2,5/13/19,41.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1P2R3,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/10/19,76,12.3,10.23105253,0.000831793,NA,NA,NA,NA,76,12.3,5/13/19,41.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3R5G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/10/19,76,11.4,9.763799476,0.000856474,NA,NA,NA,NA,76,11.4,5/13/19,41.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,NA,NA,NA,NA,NA,4/23/19,72,13.5,6.185153311,0.00045816,NA,NA,NA,NA,72,13.5,4/30/19,41.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1O4O5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/23/19,72,11.3,6.613664754,0.00058528,NA,NA,NA,NA,72,11.3,4/30/19,41.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1P2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,NA,NA,NA,NA,NA,4/23/19,74,10.2,5.629763065,0.000551938,81,12.2,7/8/19,36.21,74,10.2,4/30/19,41.14,7/31/19,81,13.1,0.02,46.29681259,35.65763026,35.82274008,34.77493976,NA,NA,NA,NA
O2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,NA,NA,NA,NA,NA,4/23/19,74,10,5.318306208,0.000531831,76,10.3,7/8/19,36.25,74,10,4/30/19,41.56,7/31/19,80,12.3,0.017,39.32155214,27.74084627,35.8613568,38.41529568,NA,NA,NA,NA
O1R2R5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,NA,NA,NA,NA,NA,4/23/19,65,7.1,2.361958435,0.00033267,NA,NA,NA,NA,65,7.1,4/30/19,41.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2P3G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,NA,NA,NA,NA,NA,4/23/19,69,7.2,3.678790745,0.000510943,NA,NA,NA,NA,69,7.2,4/30/19,41.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2G4O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,NA,NA,NA,NA,NA,4/25/19,79,12,4.959647779,0.000413304,NA,NA,NA,NA,79,12,5/2/19,41.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1R2G3,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,NA,NA,NA,NA,NA,4/25/19,69,8,6.363845484,0.000795481,69,7,7/9/19,35.68,69,8,5/2/19,41.35,8/1/19,70,6.4,0.01,29.11821087,19.34534475,16.88166443,15.51228564,NA,NA,NA,NA
P3G4G5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,NA,NA,NA,NA,NA,4/25/19,78,8.9,4.870710262,0.000547271,NA,NA,NA,NA,78,8.9,5/2/19,41.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2O3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,NA,NA,NA,NA,NA,4/25/19,60,4.9,4.929011841,0.001005921,NA,NA,NA,NA,60,4.9,5/2/19,40.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3G4G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,NA,NA,NA,NA,NA,4/28/19,68,5.3,5.078952747,0.000958293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
