FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,length,mass,Date,accl_temp,CTmax,phenotype
O1P3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,71,8.5,5/8/19,12,33.8,CTmax
O2G4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,57,4.3,5/8/19,12,33.72,CTmax
P2R4O5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,56,4.3,5/8/19,12,34.6,CTmax
O1G2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,61,5.5,5/8/19,12,34.62,CTmax
R1R2G4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,60,5.4,5/8/19,12,33.97,CTmax
P2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,67,9.3,5/8/19,12,34.73,CTmax
O1G4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,61,5.1,5/9/19,28,41.3,CTmax
R2G3P4,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,70,6.4,5/9/19,28,41.32,CTmax
O2G3P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,71,8.5,5/9/19,28,41.43,CTmax
G1R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,80,12.3,5/9/19,28,41.46,CTmax
G1G2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,67,8.2,5/9/19,28,41.18,CTmax
P2G3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,60,4.9,5/9/19,28,41.06,CTmax
G1P3O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,70,7.3,5/9/19,28,41.12,CTmax
O1G2G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,59,5.2,5/9/19,28,41.71,CTmax
G1G3O6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,72,9.1,5/9/19,28,41.38,CTmax
O3G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,70,7.7,5/9/19,28,41.49,CTmax
O1O3O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,75,9.6,5/9/19,28,41.55,CTmax
O2P3G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,68,7.9,5/9/19,28,41.85,CTmax
G1G2R5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,81,16,5/9/19,28,42.02,CTmax
G1R2R5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,72,10.3,5/9/19,28,41.55,CTmax
R1R4O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,68,7.4,5/9/19,28,42.18,CTmax
O1G3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,66,7.3,5/9/19,28,40.98,CTmax
P2R3R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,62,5.5,5/9/19,28,41.12,CTmax
O2G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,56,4.6,5/9/19,28,41.21,CTmax
P1O3R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,70,8.3,5/9/19,28,41.32,CTmax
R4R5G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,76,14.9,5/10/19,28,41.61,CTmax
R1P5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,74,8.6,5/10/19,28,41.76,CTmax
G2P5P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,70,8.9,5/10/19,28,41.57,CTmax
P1P3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,63,5.3,5/10/19,28,41.46,CTmax
G1O2P3,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,55,3.5,5/10/19,28,41.14,CTmax
G1G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,65,6.2,5/10/19,28,41.48,CTmax
O2R3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,67,5.4,5/10/19,28,40.89,CTmax
R2P4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,64,5.1,5/10/19,28,41.35,CTmax
P2R5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,70,9.4,5/10/19,28,41.43,CTmax
P2P3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,60,4.8,5/10/19,28,41.22,CTmax
G1O4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,77,11.6,5/10/19,28,41.25,CTmax
O3G5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,65,5.7,5/10/19,28,41.44,CTmax
G2R3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,67,5.9,5/10/19,28,41.11,CTmax
G3O4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,77,10.6,5/10/19,28,41.43,CTmax
R1R2R3,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,72,8.8,5/10/19,28,41.5,CTmax
G1O3R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,64,5.5,5/10/19,28,41.4,CTmax
G4G5P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,81,12.1,5/10/19,28,41.66,CTmax
P2O4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,58,4.9,5/10/19,28,41.66,CTmax
R1O3R6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,80,10.6,5/10/19,28,41.8,CTmax
R2O5R6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,80,7.9,5/10/19,28,41.53,CTmax
O1O2G4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,64,5.9,5/10/19,28,41.55,CTmax
O1P5O6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,63,7.3,5/10/19,28,41.92,CTmax
R1G3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,72,7.1,5/13/19,28,41.18,CTmax
O1G2G3,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,69,7,5/13/19,28,41.31,CTmax
P3G5R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,73,9.5,5/13/19,28,41.21,CTmax
G1O4O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,76,9.4,5/13/19,28,41.12,CTmax
G3G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,63,6.2,5/13/19,28,41.29,CTmax
G1O4P5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,77,10.7,5/13/19,28,41.31,CTmax
G1O3G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,68,6.7,5/13/19,28,40.86,CTmax
R1G4R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,78,11.8,5/13/19,28,41.96,CTmax
G1G3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,74,7.5,5/13/19,28,41.09,CTmax
G2O3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,65,5.6,5/13/19,28,41.12,CTmax
O1G5R6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,67,8.2,5/13/19,28,41.62,CTmax
G1G2P3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,65,5.9,5/13/19,28,41.45,CTmax
O1R2O5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,74,10.5,5/13/19,28,41.29,CTmax
P1P2R4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,67,8.3,5/13/19,28,41.43,CTmax
P1P2G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,66,7.2,5/13/19,28,41.06,CTmax
R1R3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,58,3.4,5/13/19,28,41.51,CTmax
P4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,62,5,5/13/19,28,41.14,CTmax
O3R5G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,76,11.4,5/13/19,28,41.81,CTmax
O1P2R3,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,76,12.3,5/13/19,28,41.43,CTmax
O1P4R5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,70,9.2,5/13/19,28,41.32,CTmax
P1G3R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,67,9.8,5/14/19,12,34.95,CTmax
R3G4P5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,83,13.9,5/14/19,12,32.83,CTmax
G1P2R5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,78,12,5/14/19,12,33.97,CTmax
